STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,URBANIZATION,HH_MAC,IC_QUINTILE,FINANCIAL_HARDSHIP,INDEX_COMP,SPEND_LEVEL,UNIT_MEASURE,OBS_CONF,UNIT_TYPE,DATABASE_ID,DECIMALS,UNIT_MULT,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANIZATION_LABEL,HH_MAC_LABEL,IC_QUINTILE_LABEL,FINANCIAL_HARDSHIP_LABEL,INDEX_COMP_LABEL,SPEND_LEVEL_LABEL,UNIT_MEASURE_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,DECIMALS_LABEL,UNIT_MULT_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,UMC,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Upper middle income,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,75.0,74.0,72.0,72.0,77.0,78.0,79.0,79.0,78.0,76.0,77.0,79.0,79.0,82.0,84.0,86.0,88.0,89.0,88.0,87.0,92.0,93.0,91.0,89.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TUR,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Türkiye,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,87.0,87.0,87.0,88.0,89.0,90.0,91.0,91.0,92.0,93.0,93.0,94.0,95.0,95.0,96.0,96.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BEN,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Benin,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,25.0,24.0,22.0,22.0,24.0,24.0,25.0,30.0,30.0,29.0,31.0,34.0,35.0,30.0,30.0,30.0,26.0,33.0,36.0,34.0,38.0,37.0,35.0,38.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GRD,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Grenada,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,73.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,75.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,77.0,76.0,75.0,78.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,VCT,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,St. Vincent and the Grenadines,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,67.0,68.0,69.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,75.0,75.0,79.0,78.0,76.0,80.0,79.0,78.0,79.0,77.0,74.0,80.0,80.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SOM,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Federal Republic of Somalia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,50.0,51.0,52.0,53.0,54.0,56.0,57.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,69.0,70.0,70.0,70.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,FIN,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Finland,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,DOM,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Dominican Republic,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,65.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CZE,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Czechia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,77.0,78.0,79.0,80.0,81.0,81.0,82.0,83.0,84.0,84.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MWI,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Malawi,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,34.0,34.0,34.0,34.0,34.0,32.0,31.0,29.0,27.0,29.0,29.0,28.0,26.0,24.0,23.0,25.0,27.0,30.0,29.0,29.0,33.0,34.0,32.0,35.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,MEX,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Mexico,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,59.0,55.0,55.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,57.0,66.0,70.0,75.0,76.0,77.0,78.0,77.0,75.0,73.0,74.0,76.0,73.0,75.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BOL,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Bolivia,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,45.0,45.0,46.0,47.0,47.0,47.0,46.0,46.0,47.0,49.0,50.0,51.0,56.0,58.0,59.0,61.0,64.0,65.0,65.0,65.0,65.0,66.0,68.0,67.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,USA,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,United States,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,79.0,79.0,80.0,81.0,81.0,82.0,83.0,83.0,83.0,84.0,84.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,NOR,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Norway,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PAK,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Pakistan,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,40.0,42.0,43.0,44.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BDI,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Burundi,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,29.0,25.0,30.0,29.0,31.0,24.0,23.0,30.0,32.0,29.0,28.0,26.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BRA,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Brazil,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,71.0,70.0,71.0,72.0,73.0,74.0,75.0,75.0,76.0,76.0,77.0,80.0,81.0,81.0,82.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,83.0,84.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COK,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Cook Islands,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,70.0,70.0,71.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,74.0,73.0,72.0,74.0,75.0,74.0,74.0,75.0,75.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,KNA,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,St. Kitts and Nevis,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,62.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BLR,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Belarus,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,47.0,48.0,49.0,50.0,50.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,URY,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Uruguay,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,73.0,73.0,74.0,75.0,76.0,77.0,77.0,77.0,77.0,79.0,82.0,83.0,83.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,83.0,84.0,85.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PAK,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Pakistan,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,36.0,37.0,37.0,37.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,45.0,47.0,47.0,49.0,50.0,51.0,53.0,52.0,54.0,55.0,55.0,56.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,HIC,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,High income,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,85.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,85.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,CMR,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Cameroon,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,56.0,57.0,58.0,59.0,59.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GBR,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,United Kingdom,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SMR,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,San Marino,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,47.0,47.0,48.0,48.0,49.0,49.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COG,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Congo, Rep.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,25.0,25.0,26.0,26.0,27.0,28.0,30.0,31.0,32.0,31.0,31.0,42.0,47.0,43.0,42.0,41.0,41.0,38.0,40.0,43.0,44.0,45.0,46.0,45.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LMC,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Lower middle income,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,65.0,66.0,67.0,66.0,66.0,66.0,66.0,60.0,58.0,59.0,53.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,60.0,61.0,62.0,63.0,63.0,63.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PLW,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Palau,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,72.0,74.0,75.0,75.0,76.0,76.0,76.0,77.0,74.0,75.0,75.0,73.0,74.0,75.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SWE,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Sweden,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,79.0,80.0,82.0,82.0,82.0,83.0,83.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GUY,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Guyana,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,68.0,69.0,70.0,70.0,71.0,73.0,73.0,74.0,78.0,80.0,80.0,76.0,73.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,GAB,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Gabon,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,74.0,74.0,74.0,74.0,74.0,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,67.0,61.0,51.0,60.0,55.0,59.0,61.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,TTO,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Trinidad and Tobago,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,OMN,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Oman,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,55.0,54.0,54.0,53.0,52.0,51.0,50.0,49.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,COG,UHC_SCI,_Z,_Z,_Z,_Z,CAPACITY,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,"Congo, Rep.",Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Service capacity and access,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,30.0,30.0,30.0,30.0,30.0,32.0,33.0,28.0,26.0,25.0,23.0,54.0,52.0,35.0,34.0,37.0,40.0,36.0,41.0,38.0,40.0,45.0,45.0,41.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,LKA,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Sri Lanka,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,49.0,50.0,51.0,51.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PER,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Peru,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,49.0,51.0,52.0,54.0,56.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ERI,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Eritrea,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,40.0,41.0,41.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BIH,UHC_SCI,_Z,_Z,_Z,_Z,_T,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Bosnia and Herzegovina,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Full index,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,60.0,61.0,62.0,63.0,63.0,64.0,65.0,62.0,63.0,64.0,64.0,64.0,64.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BEN,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Benin,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,8.0,6.0,4.0,5.0,6.0,6.0,6.0,14.0,13.0,12.0,18.0,30.0,28.0,17.0,19.0,21.0,15.0,32.0,34.0,26.0,36.0,32.0,24.0,35.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,PER,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Peru,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,62.0,63.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,68.0,68.0,66.0,65.0,65.0,66.0,67.0,68.0,68.0,68.0,68.0,64.0,65.0,66.0,66.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,SMR,UHC_SCI,_Z,_Z,_Z,_Z,IDHS,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,San Marino,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Infectious diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BRN,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Brunei Darussalam,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,79.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,80.0,80.0,81.0,80.0,81.0,81.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,ATG,UHC_SCI,_Z,_Z,_Z,_Z,RMNCH,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Antigua and Barbuda,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,"Reproductive, maternal, newborn, and child health",Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,79.0,79.0
datastructure,WB.GGH.HNP:DS_UHC(1.1.0),I,A,BDI,UHC_SCI,_Z,_Z,_Z,_Z,NCD,_Z,0_TO_100,PU,IX,WB_UHC,1,0,A,Annual,Burundi,Universal health coverage (UHC) service coverage index,Not applicable,Not applicable,Not applicable,Not applicable,Non-communicable diseases,Not applicable,0-100 scale,Normal value,Public,Index,Universal Health Coverage (UHC),One,Units,48.0,50.0,51.0,53.0,54.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0
